Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_120m_contig	k147_591774_1	NirK	22	229	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales	0.2832122899846202	29	7.8e-30	1.0	0.8345	0.597,0.2375,0.0
SI072_120m_contig	k147_119010_1	NirK	1	194	r__Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales	0.3369500065458046	234	2.8e-46	1.0	0.9105	0.5827,0.3278,0.0
SI072_120m_contig	k147_412772_1	NirK	12	199	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.4787568560343028	29	2.7e-30	1.0	1.0108	0.7565,0.2543,0.0
SI072_120m_contig	k147_167615_1	NirK	4	244	r__Root	0.18849867169468168	321	2.5e-56	0.5049872793	1.9562	0.0565,0.6924,1.2073
SI072_120m_contig	k147_525109_1	NirK	1	170	r__Root	0.46108948264162736	235	1.4e-45	1.0	1.9426	0.2025,0.7281,1.012
SI072_120m_contig	k147_318514_1	NirK	1	170	r__Root	0.653210100408972	222	4.7e-33	1.0	2.0496	1.1171,0.9325,0.0
SI072_120m_contig	k147_401365_1	NirK	1	186	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	7.383009417620572	1002	9e-47	1.0	0.1795	0.1414,0.038,0.0
SI072_120m_contig	k147_63726_1	NirK	1	176	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__MPNO01; f__MPNO01	0.3359927622090267	594	2.5e-39	1.0	0.0425	0.0424,0.0001,0.0
SI072_120m_contig	k147_119903_1	NirK	1	220	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Spongiibacteraceae	0.343459268035894	279	2.6e-52	1.0	0.5304	0.0911,0.4392,0.0
SI072_120m_contig	k147_267066_1	NirK	10	256	r__Root	0.5389883893769805	409	1.4e-44	1.0	2.4927	1.547,0.9457,0.0
SI072_120m_contig	k147_413959_1	NirK	1	205	r__Root	0.40030510231439603	235	2.7e-28	1.0	1.7604	0.1557,0.5927,1.012
SI072_120m_contig	k147_395644_7	NirK	2	294	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp905616385	5.6542274057609765	506	2.6e-66	1.0	0.0213	0.0001,0.0212,0.0
SI072_120m_contig	k147_23372_1	NirK	2	193	r__Root	0.3217525191371665	301	6.1e-20	1.0	1.8096	0.3493,1.4603,0.0
SI072_120m_contig	k147_265794_1	NirK	2	217	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687; s__UBA8687 sp009873655	1.0900410350007137	873	4e-75	1.0	0.1024	0.0806,0.0217,0.0
SI072_120m_contig	k147_402344_3	NirK	6	344	r__Root	0.3406938955074246	301	4.9e-35	1.0	2.3468	0.7999,1.5468,0.0
SI072_120m_contig	k147_328385_1	NirK	1	246	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__GCA-2731375; f__GCA-2731375; g__GCA-2731375; s__GCA-2731375 sp018701215	0.6810910193288673	257	3.8e-63	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig	k147_175441_1	NirK	1	267	r__Root	0.45526110434980904	321	4.7e-60	1.0	2.5646	0.1933,1.164,1.2073
SI072_120m_contig	k147_614250_1	NirK	11	320	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__GCA-2731375; f__GCA-2731375; g__GCA-2731375; s__GCA-2731375 sp018701215	0.4055879708421722	257	2e-71	1.0	0.0002	0.0001,0.0001,0.0
SI072_120m_contig	k147_346595_1	NirK	2	294	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp905616385	2.4471853791732285	506	9.7e-67	1.0	0.0423	0.0001,0.0423,0.0
SI072_120m_contig	k147_401367_1	NirK	1	214	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	7.430220004157252	1004	5.7e-58	0.5834179339	0.3196	0.0332,0.1653,0.1212
SI072_120m_contig	k147_67511_1	NirK	1	208	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	0.34747969425036096	877	2.6e-23	0.3647257554	0.0767	0.0001,0.0766,0.0
