Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_100m_contig_classified	k147_198254_4_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	0.0	114	3.3e-53	1.0	0.0002	0.0001,0.0001,0.0
SI072_100m_contig_classified	k147_91848_2_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	0.0	116	1.5e-50	1.0	0.0353	0.02,0.0153,0.0
SI072_100m_contig_classified	k147_484970_3_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	1583.108197057371	254	4.3e-124	1.0	0.0307	0.0041,0.0123,0.0143
SI072_100m_contig_classified	k147_473865_1_1	RadA	1	271	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	139.5661391845989	258	2.7e-110	0.9226547381	0.1179	0.0305,0.0602,0.0272
SI072_100m_contig_classified	k147_530752_1_1	RadA	25	333	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales; f__Thalassarchaeaceae; g__MGIIb-O1	178.6607214493882	338	2.1e-144	0.8349227001	0.163	0.0153,0.0962,0.0515
SI072_100m_contig_classified	k147_272091_1_1	RadA	1	135	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__UBA10117; f__ARS21; g__JAAZWY01	0.0	471	1.5e-59	0.9243975311	0.0883	0.037,0.0206,0.0307
SI072_100m_contig_classified	k147_652045_1_1	RadA	1	101	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	114	1.7e-12	0.4172564889	0.2396	0.0858,0.1538,0.0
SI072_100m_contig_classified	k147_34610_9_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus	498.6057278357442	281	6.1e-124	1.0	0.0251	0.0142,0.0108,0.0
SI072_100m_contig_classified	k147_41302_3_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	114	2e-52	0.5770858056	0.1979	0.0796,0.1183,0.0
SI072_100m_contig_classified	k147_602478_6_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	0.0	116	4.1e-50	1.0	0.0002	0.0001,0.0001,0.0
SI072_100m_contig_classified	k147_383153_2_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	1301.3296352721131	256	2.5e-124	1.0	0.0002	0.0001,0.0001,0.0
SI072_100m_contig_classified	k147_525342_1_1	RadA	1	70	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales	45.83155219976625	296	3.6e-19	1.0	0.7039	0.4585,0.2454,0.0
SI072_100m_contig_classified	k147_157611_3_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	114	1.9e-52	0.5602703168	0.2357	0.086,0.1497,0.0
SI072_100m_contig_classified	k147_382968_2_1	RadA	6	304	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	1263.2321575060575	254	1.9e-120	0.5619950974	0.031	0.012,0.0047,0.0143
SI072_100m_contig_classified	k147_259525_28_1	RadA	1	215	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp018647405	0.0	126	2.6e-46	1.0	0.0002	0.0001,0.0001,0.0
SI072_100m_contig_classified	k147_86597_1_1	RadA	1	220	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	119.4032544151805	258	4.1e-96	1.0	0.0886	0.0253,0.0361,0.0272
SI072_100m_contig_classified	k147_460482_1_1	RadA	1	184	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus	0.0	120	9.6e-35	1.0	0.1203	0.0628,0.0575,0.0
SI072_100m_contig_classified	k147_655167_2_1	RadA	34	345	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales	385.3537980934369	296	5.3e-73	1.0	0.6047	0.3215,0.2832,0.0
SI072_100m_contig_classified	k147_32449_1_1	RadA	1	112	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	115	5.5e-16	1.0	0.2395	0.0407,0.0717,0.1271
SI072_100m_contig_classified	k147_514080_2_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	403.2262248398388	251	8e-125	1.0	0.0002	0.0001,0.0001,0.0
SI072_100m_contig_classified	k147_140944_2_1	RadA	5	127	r__Root	65.67986220753905	296	9e-22	1.0	2.0072	0.6852,1.3219,0.0
SI072_100m_contig_classified	k147_388114_1_1	RadA	6	123	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus	117.3734873408648	281	4.4e-36	0.9500949052	0.0002	0.0001,0.0001,0.0
SI072_100m_contig_classified	k147_445059_3_1	RadA	2	91	r__Root	91.6631043995325	107	1.4e-08	1.0	2.2195	2.1496,0.0699,0.0
SI072_100m_contig_classified	k147_404906_1_1	RadA	3	95	r__Root	0.0	107	3.9e-10	1.0	2.289	2.1379,0.151,0.0
SI072_100m_contig_classified	k147_315712_1_1	RadA	26	167	r__Root	0.0	107	1.6e-08	1.0	3.6009	1.9091,1.6918,0.0
SI072_100m_contig_classified	k147_382808_1_1	RadA	1	110	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	115	4.2e-32	0.9244829405	0.1821	0.0356,0.0195,0.1271
SI072_100m_contig_classified	k147_158713_5_1	RadA	6	179	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	811.9097878517251	253	3.4e-65	0.5094839269	0.0002	0.0001,0.0001,0.0
SI072_100m_contig_classified	k147_102478_1_1	RadA	6	143	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	76.27908687793264	259	4.7e-44	0.7452814561	0.082	0.0099,0.0177,0.0544
SI072_100m_contig_classified	k147_138325_1_1	RadA	1	141	r__Root	49.9481586847752	107	1.1e-09	1.0	3.7662	1.8506,1.9156,0.0
SI072_100m_contig_classified	k147_142849_1_1	RadA	1	174	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	0.0	117	1.2e-49	1.0	0.4565	0.1633,0.1421,0.1511
SI072_100m_contig_classified	k147_476523_1_1	RadA	6	226	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp003702465	254.10148188631467	255	4.8e-84	0.9419353331	0.0205	0.0175,0.003,0.0
SI072_100m_contig_classified	k147_164939_2_1	RadA	8	99	r__Root	44.0342364272264	107	8.8e-10	1.0	2.9259	1.7986,1.1273,0.0
SI072_100m_contig_classified	k147_621819_1_1	RadA	3	171	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales	0.0	117	4.8e-43	1.0	0.5752	0.1713,0.2529,0.1511
SI072_100m_contig_classified	k147_220336_1_1	RadA	35	220	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales; f__Thalassarchaeaceae; g__MGIIb-O5	23.332426574426457	353	1.1e-82	0.6246445107	0.1344	0.0683,0.0661,0.0
SI072_100m_contig_classified	k147_385674_1_1	RadA	1	171	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__UBA10117; f__ARS21; g__JAAZWY01	0.0	470	1.5e-79	0.6691849662	0.0365	0.0001,0.0365,0.0
SI072_100m_contig_classified	k147_374644_3_1	RadA	1	127	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus	0.0	127	2e-31	1.0	0.2942	0.0507,0.0755,0.1681
SI072_100m_contig_classified	k147_380542_2_1	RadA	27	196	r__Root	72.69832417893959	107	2.7e-10	1.0	3.9163	2.0029,1.9134,0.0
SI072_100m_contig_classified	k147_475706_1_1	RadA	1	73	r__Root	35.15845100256041	107	4.3e-08	1.0	2.9872	1.7261,1.2611,0.0
SI072_100m_contig_classified	k147_402479_3_1	RadA	1	213	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	0.0	117	4.5e-46	1.0	0.4528	0.1403,0.1614,0.1511
SI072_100m_contig_classified	k147_179004_1_1	RadA	26	163	r__Root	22.915776099883125	107	1.7e-09	1.0	2.5533	1.6692,0.8841,0.0
SI072_100m_contig_classified	k147_608056_2_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	115	9.8e-51	1.0	0.2104	0.0507,0.0326,0.1271
SI072_100m_contig_classified	k147_452142_1_1	RadA	1	226	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	432.96621215265907	254	4.8e-88	1.0	0.1547	0.0043,0.136,0.0143
SI072_100m_contig_classified	k147_651491_2_1	RadA	18	182	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__SCGC-AAA011-G17	0.0	427	3.7e-67	1.0	0.6491	0.1416,0.3224,0.1851
SI072_100m_contig_classified	k147_421861_2_1	RadA	31	205	r__Root	42.37256712808578	107	3e-10	1.0	3.9561	2.0201,1.936,0.0
SI072_100m_contig_classified	k147_84046_2_1	RadA	1	177	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	0.0	117	4.8e-36	1.0	0.4702	0.161,0.1581,0.1511
SI072_100m_contig_classified	k147_435452_1_1	CysI_Sir	9	119	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae	5.391947317619559	390	2.3e-13	0.8015006509	0.5769	0.0001,0.5769,0.0
SI072_100m_contig_classified	k147_193176_1_1	CysI_Sir	3	136	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__CPC320; s__CPC320 sp002336405	0.0	1979	1.7e-32	0.8910852885	0.0002	0.0001,0.0001,0.0
SI072_100m_contig_classified	k147_466601_1_1	CysI_Sir	14	208	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__UBA9926; s__UBA9926 sp003451575	6.169632026891612	2578	1.8e-50	1.0	0.1554	0.0001,0.1554,0.0
SI072_100m_contig_classified	k147_145332_1_1	CysI_Sir	1	229	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687	25.217360598998027	3191	8.9e-58	1.0	0.2265	0.1212,0.1054,0.0
SI072_100m_contig_classified	k147_636062_1_1	CysI_Sir	1	181	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	3318	2.8e-42	0.9155771007	0.1247	0.1246,0.0001,0.0
