Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_165m_contig_classified	k147_81913_2_1	RadA	1	222	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9; g__JABJOX01	0.0	60	8.2e-73	1.0	0.1644	0.0853,0.0791,0.0
SI072_165m_contig_classified	k147_20228_2_1	RadA	1	54	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	115	1.3e-15	0.6087163554	0.1602	0.033,0.0001,0.1271
SI072_165m_contig_classified	k147_138874_1_1	RadA	1	210	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	112.15674967495575	257	2.1e-84	0.5655908505	0.0482	0.0062,0.0231,0.0189
SI072_165m_contig_classified	k147_122812_1_1	RadA	11	198	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR15	0.0	440	2.4e-76	1.0	0.3818	0.1881,0.1937,0.0
SI072_165m_contig_classified	k147_54389_1_1	RadA	29	177	r__Root	0.0	107	8e-12	1.0	3.9169	1.9733,1.9435,0.0
SI072_165m_contig_classified	k147_119938_2_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	0.0	116	2.2e-50	1.0	0.0145	0.0144,0.0001,0.0
SI072_165m_contig_classified	k147_79025_1_1	RadA	44	349	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9; g__GCA-002792115	0.0	450	7.2e-143	0.7326235167	0.1415	0.0826,0.059,0.0
SI072_165m_contig_classified	k147_215085_9_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	0.0	114	1.4e-53	1.0	0.0002	0.0001,0.0001,0.0
SI072_165m_contig_classified	k147_197442_1_1	RadA	1	108	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	0.0	117	1.7e-31	1.0	0.4089	0.0734,0.1844,0.1511
SI072_165m_contig_classified	k147_157264_22_1	RadA	18	327	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__SCGC-AAA011-G17	0.0	427	1.9e-137	1.0	0.6006	0.1188,0.2967,0.1851
SI072_165m_contig_classified	k147_76085_1_1	RadA	17	158	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9	0.0	452	4.2e-61	0.7431310821	0.2254	0.0491,0.0909,0.0854
SI072_165m_contig_classified	k147_58976_2_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	114	7.5e-53	0.6287288559	0.2312	0.0783,0.1529,0.0
SI072_165m_contig_classified	k147_176257_3_1	RadA	1	213	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	0.0	117	2.2e-47	1.0	0.4732	0.1692,0.1529,0.1511
SI072_165m_contig_classified	k147_179178_3_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	63.585070581786894	258	2.4e-124	0.9855860476	0.0987	0.0339,0.0376,0.0272
SI072_165m_contig_classified	k147_212186_2_1	RadA	2	100	r__Root	0.0	82	5.7e-29	1.0	1.9653	0.2906,0.7385,0.9363
SI072_165m_contig_classified	k147_207238_1_1	RadA	6	138	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	84.05017508959979	251	1.1e-42	1.0	0.008	0.0001,0.0079,0.0
SI072_165m_contig_classified	k147_162827_3_1	RadA	1	221	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__UBA10117; f__ARS21; g__JAAZWY01	0.0	54	3e-64	1.0	0.1046	0.038,0.0666,0.0
SI072_165m_contig_classified	k147_194457_1_1	RadA	1	294	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	49.63331603381896	254	5e-117	1.0	0.0871	0.0043,0.0685,0.0143
SI072_165m_contig_classified	k147_60407_3_1	RadA	21	192	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR15; g__GW2011-AR15	62.876821033227394	440	4.3e-71	1.0	0.1845	0.0675,0.117,0.0
