Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_100m_contig	k147_433722_1	NirK	1	95	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__SUP05	6.419098200741706	301	5.6e-06	1.0	0.3184	0.2014,0.1169,0.0
SI072_100m_contig	k147_91507_1	NirK	1	90	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae	1.420542823580354	885	8.7e-16	0.3323170669	0.4375	0.0001,0.0001,0.4374
SI072_100m_contig	k147_217119_1	NirK	1	95	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae	0.17748658619562319	885	7.6e-17	0.3133743686	0.482	0.0001,0.0445,0.4374
SI072_100m_contig	k147_385547_7	NirK	1	106	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Arenicellales; f__UBA868; g__UBA868; s__UBA868 sp018672825	1.1669492355093587	787	3.5e-19	1.0	0.0002	0.0001,0.0001,0.0
SI072_100m_contig	k147_369693_1	NirK	2	108	r__Root; d__Bacteria; p__Marinisomatota; c__Marinisomatia; o__Marinisomatales; f__TCS55; g__TCS55; s__TCS55 sp018647265	0.46836738023845004	726	6.2e-13	1.0	0.049	0.0001,0.0489,0.0
SI072_100m_contig	k147_197790_1	NirK	1	79	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB	1.5296048620445586	876	1.2e-11	1.0	0.0693	0.0001,0.0693,0.0
SI072_100m_contig	k147_79295_2	NirK	1	302	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.3085387489998098	259	6.4e-38	0.4662747509	0.7487	0.0748,0.3996,0.2743
SI072_100m_contig	k147_379595_2	NirK	1	200	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	1.1324703820690882	411	6e-25	1.0	0.0002	0.0001,0.0001,0.0
SI072_100m_contig	k147_232562_2	NirK	1	350	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	1.333250326701497	503	9.8e-79	0.2538364595	0.1188	0.0546,0.0642,0.0
SI072_100m_contig	k147_51891_2	NirK	2	203	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.5952649463129069	504	4.8e-47	0.8610341684	0.1119	0.0001,0.1118,0.0
SI072_100m_contig	k147_55930_1	NirK	1	188	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	4.895671669229272	507	7.5e-46	0.3286847063	0.1929	0.0001,0.0686,0.1243
SI072_100m_contig	k147_592491_3	NirK	1	354	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus brevis	2.0918655465706055	521	2.3e-80	1.0	0.1115	0.0665,0.0449,0.0
SI072_100m_contig	k147_168031_1	NirK	5	160	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	13.798607848941163	663	6.5e-14	0.661012191	0.1712	0.0658,0.1054,0.0
SI072_100m_contig	k147_453078_1	NirK	1	182	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687	0.44777980308511156	874	6.3e-53	0.7599503095	0.2502	0.0113,0.0305,0.2084
SI072_100m_contig	k147_444860_1	NirK	1	189	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__LS-NOB sp018673915	0.2825073087152556	887	7.8e-60	0.5056036885	0.0614	0.0001,0.0614,0.0
SI072_100m_contig	k147_469528_1	NirK	2	228	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitromaritima	0.7888292719805474	897	5.2e-63	0.7633982995	0.3189	0.0671,0.1657,0.0862
