Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_200m_contig_classified	k147_6756_1_1	NirK	1	252	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__LS-NOB sp018673915	0.0	883	2.5e-39	0.3084359048	0.0852	0.0001,0.0852,0.0
SI072_200m_contig_classified	k147_426730_1_1	NirK	3	191	r__Root; d__Bacteria; p__Proteobacteria	0.0	301	2.3e-16	1.0	1.38	0.0837,1.2963,0.0
SI072_200m_contig_classified	k147_368573_1_1	NirK	1	187	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.0	282	2.5e-56	0.4630681313	0.9465	0.1987,0.4842,0.2636
SI072_200m_contig_classified	k147_382766_1_1	NirK	1	205	r__Root; d__Bacteria	0.0	29	2.4e-30	1.0	1.6135	0.8466,0.767,0.0
SI072_200m_contig_classified	k147_132152_1_1	NirK	17	278	r__Root	0.0	29	1.5e-45	1.0	1.8114	1.0126,0.7988,0.0
SI072_200m_contig_classified	k147_243016_1_1	NirK	1	176	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__SUP05; s__SUP05 sp000205985	7.083884170361161	301	4.1e-28	1.0	0.1272	0.0001,0.1272,0.0
SI072_200m_contig_classified	k147_148351_2_1	NirK	1	120	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__SUP05	0.0	301	1.1e-23	1.0	0.1695	0.0001,0.1695,0.0
SI072_200m_contig_classified	k147_25207_1_1	NirK	1	186	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	957	1e-60	1.0	0.0002	0.0001,0.0001,0.0
SI072_200m_contig_classified	k147_182862_1_1	NirK	1	177	r__Root	0.0	301	8.2e-33	1.0	2.3668	1.6309,0.7359,0.0
SI072_200m_contig_classified	k147_346584_1_1	NirK	2	311	r__Root	0.0	301	8.1e-48	1.0	2.8415	1.0165,1.825,0.0
SI072_200m_contig_classified	k147_226449_1_1	NirK	1	176	r__Root	0.0	321	1.3e-54	0.8499812652	2.1909	0.2599,0.7237,1.2073
