Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_10m_contig_classified	k147_440301_2_1	RadA	1	43	r__Root	0.0	107	1e-06	1.0	2.5456	1.9359,0.6097,0.0
SI072_10m_contig_classified	k147_260968_1_1	RadA	1	168	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	0.0	114	2.3e-51	1.0	0.0734	0.0733,0.0001,0.0
SI072_10m_contig_classified	k147_252941_1_1	RadA	6	225	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	0.0	256	7.2e-84	1.0	0.0002	0.0001,0.0001,0.0
SI072_10m_contig_classified	k147_75167_1_1	RadA	2	160	r__Root	0.0	107	1.7e-12	1.0	3.3195	2.2255,1.094,0.0
SI072_10m_contig_classified	k147_231625_4_1	RadA	1	247	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	257	5e-107	0.5656234287	0.0305	0.0062,0.0054,0.0189
SI072_10m_contig_classified	k147_175308_2_1	RadA	9	121	r__Root	0.0	107	1.3e-10	1.0	3.2286	2.1975,1.0311,0.0
SI072_10m_contig_classified	k147_424670_1_1	RadA	7	177	r__Root	0.0	107	1.8e-10	1.0	3.9324	2.106,1.8264,0.0
SI072_10m_contig_classified	k147_351539_6_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	133.94449040803562	253	6.2e-125	0.6779441837	0.0002	0.0001,0.0001,0.0
SI072_10m_contig_classified	k147_435281_2_1	RadA	44	248	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales; f__Poseidoniaceae; g__MGIIa-L2; s__MGIIa-L2 sp002726845	0.0	327	2.3e-92	1.0	0.0291	0.011,0.0181,0.0
SI072_10m_contig_classified	k147_253930_2_1	RadA	3	100	r__Root	1134.2721903053377	107	2.5e-11	1.0	2.3823	2.2914,0.0909,0.0
SI072_10m_contig_classified	k147_142975_2_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	0.0	116	3e-50	1.0	0.0002	0.0001,0.0001,0.0
SI072_10m_contig_classified	k147_154592_2_1	RadA	37	345	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales; f__Poseidoniaceae; g__MGIIa-L1; s__MGIIa-L1 sp902520595	0.0	326	2.3e-143	1.0	0.0743	0.041,0.0333,0.0
SI072_10m_contig_classified	k147_393892_3_1	RadA	35	216	r__Root	81.41488589616263	107	1.1e-10	1.0	3.9303	1.9626,1.9677,0.0
SI072_10m_contig_classified	k147_51660_3_1	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.0	114	2e-52	0.6318588558	0.229	0.0776,0.1513,0.0
SI072_10m_contig_classified	k147_48059_7_1	RadA	37	345	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales; f__Poseidoniaceae; g__MGIIa-L1; s__MGIIa-L1 sp902520595	101.65095580098917	326	2.6e-145	1.0	0.0511	0.0306,0.0204,0.0
SI072_10m_contig_classified	k147_240725_2_1	RadA	5	145	r__Root	114.1923074907216	107	1.4e-07	1.0	3.4119	1.7875,1.6243,0.0
SI072_10m_contig_classified	k147_87075_1_1	RadA	29	165	r__Root	0.0	107	1.1e-11	1.0	4.018	2.5621,1.4559,0.0
SI072_10m_contig_classified	k147_382848_1_1	RadA	32	177	r__Root	118.55471024879411	107	6.3e-12	1.0	3.8211	2.3994,1.4217,0.0
SI072_10m_contig_classified	k147_354185_1_1	RadA	1	54	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	0.0	116	4.4e-14	1.0	0.0282	0.0001,0.0281,0.0
SI072_10m_contig_classified	k147_84301_4_1	RadA	37	345	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales; f__Poseidoniaceae; g__MGIIa-L1; s__MGIIa-L1 sp902520595	40.66038232039567	326	6.4e-145	1.0	0.0478	0.0213,0.0265,0.0
SI072_10m_contig_classified	k147_242617_1_1	RadA	1	158	r__Root; d__Archaea; p__Thermoplasmatota; c__Poseidoniia; o__Poseidoniales; f__Poseidoniaceae; g__MGIIa-L1; s__MGIIa-L1 sp902520595	0.0	326	5.5e-72	1.0	0.0958	0.0244,0.0715,0.0
