Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_135m_contig_classified	k147_483990_1_1	RadA	6	212	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	316.1485851252564	258	1.3e-77	0.9859262771	0.0385	0.0055,0.0058,0.0272
SI072_135m_contig_classified	k147_71225_2_1	RadA	6	149	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	265.803996523858	257	4.1e-49	0.4835081957	0.0249	0.0059,0.0001,0.0189
SI072_135m_contig_classified	k147_29316_3_1	RadA	6	76	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	115.24674798674867	285	1.4e-12	0.2142818988	0.4925	0.0147,0.4457,0.0321
SI072_135m_contig_classified	k147_496090_3_1	RadA	7	36	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__SCGC-AAA011-G17; f__GW2011-AR18	0.0	424	4.7e-08	0.1787054226	0.3563	0.1691,0.1872,0.0
SI072_135m_contig_classified	k147_215410_8_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	3361.8415745374946	256	4.5e-124	1.0	0.0002	0.0001,0.0001,0.0
SI072_135m_contig_classified	k147_233075_3_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	450.47668407121483	258	1.2e-123	0.5672344463	0.0963	0.0348,0.0342,0.0272
SI072_135m_contig_classified	k147_192158_2_1	RadA	11	82	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9	0.0	448	1.5e-23	1.0	0.4726	0.0415,0.4311,0.0
SI072_135m_contig_classified	k147_318231_11_1	RadA	20	329	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__UBA10117; f__ARS21; g__JAAZWY01	0.0	469	3.5e-143	0.6746471471	0.0473	0.0149,0.0091,0.0233
SI072_135m_contig_classified	k147_8998_11_1	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus	448.56146655758783	281	4.1e-124	1.0	0.0286	0.0131,0.0155,0.0
SI072_135m_contig_classified	k147_188024_5_1	RadA	6	237	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	502.93334087484453	251	7.1e-89	1.0	0.0103	0.0001,0.0102,0.0
