Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_165m_contig	k147_58976_2	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.7960897238267509	114	1.6e-50	0.6287288559	0.2312	0.0783,0.1529,0.0
SI072_165m_contig	k147_195924_2	RadA	48	353	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales	0.8754118640128294	436	1.5e-139	1.0	0.5815	0.0293,0.2478,0.3043
SI072_165m_contig	k147_169226_1	RadA	3	174	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	1.2061578601042564	251	9.2e-71	1.0	0.0089	0.0001,0.0088,0.0
SI072_165m_contig	k147_76085_1	RadA	17	158	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9	0.6130617360997292	452	9.3e-59	0.7650864321	0.2286	0.0526,0.0907,0.0854
SI072_165m_contig	k147_197442_1	RadA	1	108	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	2.167475983648888	117	3.8e-29	1.0	0.4089	0.0734,0.1844,0.1511
SI072_165m_contig	k147_54389_1	RadA	29	177	r__Root	0.3607588614665074	107	1.8e-09	1.0	3.9372	1.9937,1.9435,0.0
SI072_165m_contig	k147_119938_2	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	0.4813565771975702	116	4.9e-48	1.0	0.0145	0.0144,0.0001,0.0
SI072_165m_contig	k147_81913_2	RadA	1	222	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9; g__JABJOX01	0.5740074329111539	60	1.8e-70	1.0	0.1644	0.0853,0.0791,0.0
SI072_165m_contig	k147_20228_2	RadA	1	54	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.6726649604427584	115	2.9e-13	0.6087163554	0.1602	0.033,0.0001,0.1271
SI072_165m_contig	k147_79025_1	RadA	44	349	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR9; g__GCA-002792115	0.7108845604679153	450	1.6e-140	0.7308298246	0.1518	0.0862,0.0656,0.0
SI072_165m_contig	k147_212186_2	RadA	2	100	r__Root	0.6457583620250481	82	1.3e-26	1.0	1.9653	0.2906,0.7385,0.9363
SI072_165m_contig	k147_118887_105	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	3.98490128464824	256	4.5e-122	1.0	0.0002	0.0001,0.0001,0.0
SI072_165m_contig	k147_98389_4	RadA	21	330	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__UBA10117; f__ARS21; g__JAAZWY01	0.8874314839576152	469	3.8e-141	0.6617255335	0.0497	0.0165,0.01,0.0233
SI072_165m_contig	k147_27665_2	RadA	1	225	r__Root	0.5740074329111539	57	1.4e-66	1.0	1.5546	0.6568,0.6258,0.272
SI072_165m_contig	k147_157264_22	RadA	18	327	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__SCGC-AAA011-G17	1.4107563000167274	427	4.2e-135	1.0	0.6203	0.1233,0.312,0.1851
SI072_165m_contig	k147_179178_3	RadA	6	318	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	1.0519335019689946	258	5.3e-122	0.7629160271	0.105	0.0348,0.0429,0.0272
SI072_165m_contig	k147_215085_9	RadA	1	214	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018674605	2.59192003106384	114	3e-51	1.0	0.0002	0.0001,0.0001,0.0
SI072_165m_contig	k147_138874_1	RadA	1	210	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.941730944619862	257	4.7e-82	0.5529148479	0.0482	0.0062,0.0231,0.0189
SI072_165m_contig	k147_162827_3	RadA	1	221	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__UBA10117; f__ARS21; g__JAAZWY01	0.7654463342969321	54	6.5e-62	1.0	0.1046	0.038,0.0666,0.0
SI072_165m_contig	k147_194457_1	RadA	1	294	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.47342988418258664	254	1.1e-114	1.0	0.0873	0.0045,0.0685,0.0143
SI072_165m_contig	k147_176257_3	RadA	1	213	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	0.9723066246399873	117	4.9e-45	1.0	0.4732	0.1692,0.1529,0.1511
SI072_165m_contig	k147_207238_1	RadA	6	138	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	2.0472411839562215	251	2.3e-40	1.0	0.0087	0.0001,0.0086,0.0
SI072_165m_contig	k147_60407_3	RadA	21	192	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR15; g__GW2011-AR15	0.7777688605119393	440	9.3e-69	1.0	0.2015	0.0734,0.1281,0.0
SI072_165m_contig	k147_201755_2	RadA	5	243	r__Root	0.48822456806329245	107	5.3e-05	1.0	4.0628	2.1322,1.9306,0.0
SI072_165m_contig	k147_122812_1	RadA	11	198	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011-AR15	0.5273152453722126	440	5.2e-74	1.0	0.4081	0.1949,0.2132,0.0
SI072_165m_contig	k147_82851_1	RadA	6	94	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp018657375	0.601104858267997	253	5.8e-18	0.366914621	0.0025	0.0024,0.0001,0.0
SI072_165m_contig	k147_196193_1	RadA	1	193	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales	0.3973254170490906	436	4.7e-93	1.0	0.4716	0.0139,0.1533,0.3043
SI072_165m_contig	k147_67222_1	RadA	1	116	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales	0.5472528491737696	436	3.2e-55	0.579415845	0.4976	0.0262,0.1671,0.3043
SI072_165m_contig	k147_99348_1	RadA	1	77	r__Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia	0.4035989762656551	70	1.3e-19	0.4631629303	0.855	0.3273,0.5277,0.0
SI072_165m_contig	k147_157664_2	RadA	1	109	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.6071843005766492	115	1.7e-13	1.0	0.2111	0.0456,0.0384,0.1271
SI072_165m_contig	k147_89732_3	RadA	1	146	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae	2.6207725731536042	117	7e-19	1.0	0.5045	0.1886,0.1647,0.1511
