Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
SI072_150m_contig	k147_1204_1	NirK	1	230	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	2.3558907464867445	652	2.4e-22	0.340186754	0.098	0.0001,0.0325,0.0654
SI072_150m_contig	k147_315829_1	NirK	1	168	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter	0.9328150510569887	1002	7.1e-43	1.0	0.1898	0.0845,0.1054,0.0
SI072_150m_contig	k147_413800_1	NirK	1	160	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	0.26561513318232904	279	1.4e-17	1.0	0.664	0.0724,0.5916,0.0
SI072_150m_contig	k147_313923_1	NirK	1	187	r__Root	0.3353726429069811	301	3.4e-10	1.0	3.1326	1.5055,1.6271,0.0
SI072_150m_contig	k147_233586_1	NirK	1	167	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp001437625	2.290334082530262	661	3e-21	0.2075152354	0.0898	0.0605,0.0292,0.0
SI072_150m_contig	k147_19988_2	NirK	1	118	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687; s__UBA8687 sp009873655	0.4276853839376484	888	2.2e-25	0.6434478896	0.086	0.0848,0.0012,0.0
SI072_150m_contig	k147_24065_1	NirK	1	82	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitromaritima	0.19435253647487485	896	2.4e-10	0.4012813845	0.2471	0.098,0.1491,0.0
SI072_150m_contig	k147_185259_1	NirK	1	123	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__UBA8687	0.2807314415748193	874	2e-25	0.4407303244	0.3477	0.034,0.1054,0.2084
SI072_150m_contig	k147_276549_1	NirK	1	179	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp001437625	2.0922756300954406	661	2.3e-26	0.5538456763	0.0845	0.0583,0.0262,0.0
SI072_150m_contig	k147_184989_1	NirK	1	85	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitromaritima	0.4999814271667369	895	4.7e-10	0.4283429463	0.247	0.0231,0.2239,0.0
SI072_150m_contig	k147_408949_1	NirK	1	134	r__Root; d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__UBA10348; g__UBA10348	0.23786429837223494	786	1.6e-29	1.0	0.1596	0.0256,0.134,0.0
SI072_150m_contig	k147_211215_1	NirK	1	129	r__Root; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__LS-NOB sp018653085	0.5559386508467351	891	2.8e-29	1.0	0.0556	0.0555,0.0001,0.0
SI072_150m_contig	k147_74011_1	NirK	2	145	r__Root	0.2930925607529148	1128	1.5e-27	1.0	1.9699	0.5059,0.5471,0.9168
SI072_150m_contig	k147_57839_1	NirK	1	142	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__Pseudothioglobus	0.2992846571068496	985	4.4e-35	1.0	0.2344	0.132,0.1024,0.0
SI072_150m_contig	k147_315899_6	NirK	1	133	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__SUP05	5.512013290099459	301	9.3e-20	1.0	0.3837	0.0943,0.2895,0.0
SI072_150m_contig	k147_5797_2	NirK	8	345	r__Root	1.8148049675546563	29	5.2e-32	1.0	1.7959	0.868,0.9279,0.0
SI072_150m_contig	k147_280048_4	NirK	1	266	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus	0.28741936053311723	505	1.9e-77	0.5967400455	0.114	0.021,0.0405,0.0525
SI072_150m_contig	k147_206273_2	NirK	1	350	r__Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sp905616385	3.8710387307538285	506	3.4e-82	1.0	0.0381	0.0188,0.0193,0.0
